cell rnc site sec maxpwr(rnc) zaresmoc(rbs) zaresmoc+kabel+asc pilot kabel pilot+kabel rbsid asc ret maxtilt tilt mechanical bazna sect antena pildbpa
LREPNEB 31 LREPNE 2 423 419 448 291 27 320 182 1 0 60 0 0 RBS3206 S2C1 5 128
LREPNEC 31 LREPNE 3 423 419 448 291 27 320 182 1 0 60 0 0 RBS3206 S3C1 5 128
LRIBINA 21 LRIBIN 1 398 393 430 263 35 300 94 1 0 60 0 0 RBS3206 S1C1 5 130
LRIBINB 21 LRIBIN 2 398 393 430 263 35 300 94 1 0 60 0 0 RBS3206 S2C1 5 130
LRIBINC 21 LRIBIN 3 399 394 430 264 34 300 94 1 0 60 0 0 RBS3206 S3C1 5 130
LRIBIND 21 LRIBIN 1 398 393 430 273 35 310 94 1 0 60 0 0 RBS3206 S1C2 5 120
LRIBINE 21 LRIBIN 2 398 393 430 273 35 310 94 1 0 60 0 0 RBS3206 S2C2 5 120
LRIBINF 21 LRIBIN 3 399 394 430 274 34 310 94 1 0 60 0 0 RBS3206 S3C2 5 120
LROVAA 31 LROVA 1 397 393 425 268 30 300 177 1 0 60 0 0 RBS3202 S1C1 5 125
LROVAB 31 LROVA 2 396 392 424 278 30 310 177 1 0 60 0 0 RBS3202 S2C1 5 114
LROVAC 31 LROVA 3 397 393 425 268 30 300 177 1 0 60 0 0 RBS3202 S3C1 5 125
LROVIA 31 LROVI 1 405 401 425 286 22 310 284 1 0 60 0 0 RBS3202 S1C1 3 115
LROVTEA 21 LROVTE 1 393 388 425 278 35 315 295 1 0 80 0 0 RBS3202 S1C1 2 110
LROVTEB 21 LROVTE 2 393 388 425 278 35 315 295 1 0 80 0 0 RBS3202 S2C1 2 110
LSALKAA 21 LSALKA 1 405 401 430 281 27 310 102 1 1 60 0 0 RBS6201V2W S1C1 3 120
LSALKAB 21 LSALKA 2 405 401 430 281 27 310 102 1 1 80 40 0 RBS6201V2W S2C1 2 120
LSALKAC 21 LSALKA 3 405 401 430 281 27 310 102 1 1 80 30 0 RBS6201V2W S3C1 2 120
LSALKAD 21 LSALKA 1 405 401 430 281 27 310 102 1 1 60 0 0 RBS6201V2W S1C2 3 120
LSALKAE 21 LSALKA 2 405 401 430 281 27 310 102 1 1 80 40 0 RBS6201V2W S2C2 2 120
LSALKAF 21 LSALKA 3 405 401 430 283 27 312 102 1 1 80 30 0 RBS6201V2W S3C2 2 118
LSENTVA 21 LSENTV 1 401 397 425 282 26 310 114 1 0 60 0 0 RBS3202 S1C1 3 115
LSENTVB 21 LSENTV 2 401 397 425 282 26 310 114 1 0 60 0 0 RBS3202 S2C1 3 115
LSENTVC 21 LSENTV 3 401 397 425 282 26 310 114 1 0 60 0 0 RBS3202 S3C1 3 115
LSKALAA 21 LSKALA 1 392 388 424 274 34 310 204 1 1 60 40 0 RBS3202 S1C1 3 114
LSKALAB 21 LSKALA 2 392 388 424 274 34 310 204 1 1 60 40 0 RBS3202 S2C1 3 114
LSKARA 21 LSKAR 1 397 393 425 288 30 320 111 1 0 60 0 0 RBS3202 S1C1 3 105
LSKARB 21 LSKAR 2 397 393 425 288 30 320 111 1 0 60 0 0 RBS3202 S2C1 3 105
LSKOSZA 21 LSKOSZ 1 421 417 448 279 29 310 128 1 0 60 0 0 RBS3206 S1C1 5 138
LSKOSZB 21 LSKOSZ 2 421 417 448 279 29 310 128 1 0 60 0 0 RBS3206 S2C1 5 138
LSKOSZC 21 LSKOSZ 3 421 417 448 269 29 300 128 1 0 60 0 0 RBS3206 S3C1 5 148
LSKOSZD 21 LSKOSZ 1 451 447 478 279 29 310 128 1 0 60 0 0 RBS3206 S1C2 5 168
LSKOSZE 21 LSKOSZ 2 451 447 478 279 29 310 128 1 0 60 0 0 RBS3206 S2C2 5 168
LSKOSZF 21 LSKOSZ 3 451 447 478 279 29 310 128 1 0 60 0 0 RBS3206 S3C2 5 168
LSKRILA 21 LSKRIL 1 390 386 424 272 36 310 283 1 0 60 0 0 RBS3202 S1C1 3 114
LSKRILB 21 LSKRIL 2 390 386 424 272 36 310 283 1 0 60 0 0 RBS3202 S2C1 3 114
LSMARCA 31 LSMARC 1 405 401 430 271 27 300 269 1 0 60 0 0 RBS6201V2W S1C1 3 130
LSMARCB 31 LSMARC 2 405 401 430 271 27 300 269 1 0 60 0 0 RBS6201V2W S2C1 3 130
LSMARCC 31 LSMARC 3 405 401 430 271 27 300 269 1 0 60 0 0 RBS6201V2W S3C1 3 130
LSMARCD 31 LSMARC 1 405 401 430 281 27 310 269 1 0 60 0 0 RBS6201V2W S1C2 3 120
LSMARCE 31 LSMARC 2 405 401 430 281 27 310 269 1 0 60 0 0 RBS6201V2W S2C2 3 120
LSMARCF 31 LSMARC 3 405 401 430 281 27 310 269 1 0 60 0 0 RBS6201V2W S3C2 3 120
LSODRAA 21 LSODRA 1 399 395 425 270 28 300 334 1 0 60 0 0 RBS3202 S1C1 5 125
LSODRAB 21 LSODRA 2 399 395 425 270 28 300 334 1 0 60 0 0 RBS3202 S2C1 5 125
LSPBREA 21 LSPBRE 1 397 393 425 268 30 300 221 1 0 60 0 0 RBS3202 S1C1 5 125
LSTAHOA 31 LSTAHO 1 411 406 430 296 22 320 153 1 0 60 0 0 RBS3206 S1C1 5 110
LSTAHOB 31 LSTAHO 2 411 406 430 296 22 320 153 1 0 60 0 0 RBS3206 S2C1 5 110
LSTAHOC 31 LSTAHO 3 411 406 430 286 22 310 153 1 0 60 0 0 RBS3206 S3C1 3 120
LSTAHOD 31 LSTAHO 1 411 406 430 296 22 320 153 1 0 60 0 0 RBS3206 S1C2 5 110
LSTAHOE 31 LSTAHO 2 411 406 430 296 22 320 153 1 0 60 0 0 RBS3206 S2C2 5 110
LSTAHOF 31 LSTAHO 3 411 406 430 291 22 315 153 1 0 60 0 0 RBS3206 S3C2 3 115
LSTAMPA 21 LSTAMP 1 392 388 425 278 35 315 99 1 0 60 0 0 RBS3202 S1C1 3 110
LSTICNA 21 LSTICN 1 410 406 431 275 23 300 292 1 0 80 0 0 RBS3202 S1C1 2 131
LSTICNB 21 LSTICN 2 410 406 431 285 23 310 292 1 0 80 0 0 RBS3202 S2C1 2 121
LTOROA 31 LTORO 1 399 395 425 270 28 300 190 1 0 0 0 0 RBS3202 S1C1 0 125
LTOROB 31 LTORO 2 399 395 425 270 28 300 190 1 0 0 0 0 RBS3202 S2C1 0 125
LTRNAVA 31 LTRNAV 1 397 393 425 278 30 310 320 1 0 60 0 0 RBS3202 S1C1 5 115
LTRNAVB 31 LTRNAV 2 399 395 425 280 28 310 320 1 0 60 0 0 RBS3202 S2C1 5 115
LTROJAA 31 LTROJA 1 409 405 425 310 18 330 118 1 0 60 0 0 RBS3202 S1C1 5 95
LTROJPA 31 LTROJP 1 411 407 425 272 18 290 198 0 0 100 0 0 RBS3202 S1C1 1 135
LTROJPB 31 LTROJP 2 429 425 425 290 0 290 198 0 0 100 0 0 RBS3202 S2C1 1 135
LTROJZA 31 LTROJZ 1 407 403 425 278 22 300 197 0 0 60 0 0 RBS3202 S1C1 5 125
LTRZICA 31 LTRZIC 1 400 396 425 270 27 299 324 1 1 60 1 0 RBS3202 S1C1 3 126
LTRZINA 31 LTRZIN 1 389 384 430 254 44 300 149 1 1 60 20 0 RBS3107 S1C1 3 130
LTRZINB 31 LTRZIN 2 388 383 430 253 45 300 149 1 1 60 20 0 RBS3107 S2C1 3 130
LTRZIND 31 LTRZIN 1 389 384 430 264 44 310 149 1 1 60 20 0 RBS3107 S1C2 3 120
LTRZINE 31 LTRZIN 2 388 383 430 263 45 310 149 1 1 60 20 0 RBS3107 S2C2 3 120
LTRZVA 31 LTRZV 1 400 396 425 271 27 300 150 1 1 60 30 0 RBS3202 S1C1 5 125
LTRZVB 31 LTRZV 2 400 396 425 271 27 300 150 1 1 60 20 0 RBS3202 S2C1 5 125
LTRZVC 31 LTRZV 3 400 396 425 271 27 300 150 1 1 60 30 0 RBS3202 S3C1 5 125
LTUHINA 31 LTUHIN 1 430 426 448 258 20 280 308 1 0 60 0 0 RBS3206 S1C1 5 168
LTUHINB 31 LTUHIN 2 430 426 448 258 20 280 308 1 0 60 0 0 RBS3206 S2C1 5 168
LTUNJIA 31 LTUNJI 1 414 410 425 300 13 315 304 1 0 60 0 0 RBS3202 S1C1 5 110
LTURJA 21 LTURJ 1 409 404 433 271 27 300 316 1 0 60 0 0 RBS3202 S1C1 3 133
LTURJB 21 LTURJ 2 409 404 433 271 27 300 316 1 0 60 0 0 RBS3202 S2C1 3 133
LTURJC 21 LTURJ 3 409 404 433 271 27 300 316 1 0 60 0 0 RBS3202 S3C1 3 133
LTURJD 21 LTURJ 1 408 404 433 281 27 310 316 1 0 60 0 0 RBS3202 S1C2 3 123
LTURJE 21 LTURJ 2 408 403 432 281 27 310 316 1 0 60 0 0 RBS3202 S2C2 3 122
LTURJF 21 LTURJ 3 408 403 432 281 27 310 316 1 0 60 0 0 RBS3202 S3C2 3 122
LTURKA 21 LTURK 1 399 395 425 270 28 300 92 1 0 60 0 0 RBS3202 S1C1 5 125
LUKOVA 31 LUKOV 1 403 399 425 274 24 300 123 1 0 80 0 0 RBS3202 S1C1 2 125
LUKOVB 31 LUKOV 2 403 399 425 294 24 320 123 1 0 60 0 0 RBS3202 S2C1 5 105
LUKOVC 31 LUKOV 3 403 399 425 284 24 310 123 1 0 80 0 0 RBS3202 S3C1 2 115
LUNEA 21 LUNE 1 398 394 425 269 29 300 69 1 0 60 0 0 RBS3202 S1C1 3 125
LUNEB 21 LUNE 2 398 394 425 279 29 310 69 1 0 60 0 0 RBS3202 S2C1 3 115
LUNEC 21 LUNE 3 398 394 425 279 29 310 69 1 0 60 0 0 RBS3202 S3C1 3 115
LUNECA 21 LUNEC 1 408 403 430 273 25 300 318 1 1 60 20 0 RBS3202 S1C1 5 130
LUNECB 21 LUNEC 2 407 403 430 283 25 310 318 1 1 60 50 0 RBS3202 S2C1 5 120
LVELEA 21 LVELE 1 399 395 430 265 33 300 53 1 1 80 0 0 RBS3206 S1C1 2 130
LVELEB 21 LVELE 2 399 395 430 275 33 310 53 1 1 60 0 0 RBS3206 S2C1 5 120
LVELEC 21 LVELE 3 399 395 430 265 33 300 53 1 1 60 20 0 RBS3206 S3C1 5 130
LVELED 21 LVELE 1 399 395 430 275 33 310 53 1 1 80 0 0 RBS3206 S1C2 2 120
LVELEE 21 LVELE 2 399 395 430 280 33 315 53 1 1 60 0 0 RBS3206 S2C2 5 115
LVELEF 21 LVELE 3 399 395 430 275 33 310 53 1 1 60 20 0 RBS3206 S3C2 5 120
LVERDA 21 LVERD 1 404 400 425 305 23 330 206 1 0 80 0 0 RBS3202 S1C1 2 95
LVIDEMA 21 LVIDEM 1 395 391 425 276 32 310 148 1 0 80 0 0 RBS3202 S1C1 2 115
LVIDEMB 21 LVIDEM 2 395 391 425 266 32 300 148 1 0 80 0 0 RBS3202 S2C1 2 125
LVIDEMC 21 LVIDEM 3 395 391 425 266 32 300 148 1 0 80 0 0 RBS3202 S3C1 2 125
LVIRA 31 LVIR 1 405 401 430 271 27 300 194 1 1 60 10 0 RBS3206 S1C1 3 130
LVIRB 31 LVIR 2 402 398 430 268 30 300 194 1 1 60 20 0 RBS3206 S2C1 3 130
LVIRC 31 LVIR 3 402 398 430 268 30 300 194 1 1 60 20 0 RBS3206 S3C1 3 130
LVIRD 31 LVIR 1 405 401 430 281 27 310 194 1 1 60 10 0 RBS3206 S1C2 3 120
LVIRE 31 LVIR 2 402 398 430 278 30 310 194 1 1 60 20 0 RBS3206 S2C2 3 120
LVIRF 31 LVIR 3 402 398 430 278 30 310 194 1 1 60 20 0 RBS3206 S3C2 3 120
LVISGCA 21 LVISGC 1 415 411 431 280 18 300 191 1 0 80 0 0 RBS3202 S1C1 4 131
LVISGCB 21 LVISGC 2 417 413 431 282 16 300 191 1 0 80 0 0 RBS3202 S2C1 4 131
LVISGCC 21 LVISGC 3 415 411 431 280 18 300 191 1 0 80 0 0 RBS3202 S3C1 4 131
LVNANGA 21 LVNANG 1 422 417 446 286 27 315 288 1 0 80 0 0 RBS3206 S1C1 2 131
LVNANGB 21 LVNANG 2 422 417 446 286 27 315 288 1 0 60 0 0 RBS3206 S2C1 3 131
LVNANGC 21 LVNANG 3 422 417 446 286 27 315 288 1 0 60 0 0 RBS3206 S3C1 3 131
LVODIA 31 LVODI 1 401 397 425 287 26 315 122 1 0 60 0 0 RBS3202 S1C1 5 110
LVODIB 31 LVODI 2 401 397 425 292 26 320 122 1 0 60 0 0 RBS3202 S2C1 5 105
LVODIC 31 LVODI 3 401 397 425 287 26 315 122 1 0 60 0 0 RBS3202 S3C1 5 110
LVRHCEA 21 LVRHCE 1 434 430 446 294 14 310 104 1 1 80 60 0 RBS3206M S1C1 4 136
LVRHCEB 21 LVRHCE 2 432 428 446 292 16 310 104 1 1 80 70 0 RBS3206M S2C1 4 136
LVRHCEC 21 LVRHCE 3 437 433 446 297 11 310 104 1 1 80 20 0 RBS3206M S3C1 4 136
LVRHNIA 21 LVRHNI 1 418 414 446 268 30 300 236 1 1 60 30 0 RBS3206 S1C1 5 146
LVRHNIB 21 LVRHNI 2 418 414 446 283 30 315 236 1 1 60 60 0 RBS3206 S2C1 5 131
LVRHNIC 21 LVRHNI 3 418 414 446 283 30 315 236 1 1 60 10 0 RBS3206 S3C1 5 131
LVRHNID 21 LVRHNI 1 418 414 446 278 30 310 236 1 1 60 30 0 RBS3206 S1C2 5 136
LVRHNIE 21 LVRHNI 2 418 414 446 288 30 320 236 1 1 60 60 0 RBS3206 S2C2 5 126
LVRHNIF 21 LVRHNI 3 418 414 446 288 30 320 236 1 1 60 10 0 RBS3206 S3C2 5 126
LZALNAA 21 LZALNA 1 412 408 430 298 20 320 350 1 0 80 0 0 RBS3206 S1C1 2 110
LZALNAB 21 LZALNA 2 412 408 430 298 20 320 350 1 0 80 0 0 RBS3206 S2C1 2 110
LZALNAC 21 LZALNA 3 412 408 430 298 20 320 350 1 0 60 0 0 RBS3206 S3C1 3 110
LZALNAD 21 LZALNA 1 412 408 430 298 20 320 350 1 0 80 0 0 RBS3206 S1C2 2 110
LZALNAE 21 LZALNA 2 412 408 430 298 20 320 350 1 0 80 0 0 RBS3206 S2C2 2 110
LZALNAF 21 LZALNA 3 412 408 430 298 20 320 350 1 0 60 0 0 RBS3206 S3C2 3 110
MAKOLEA 11 MAKOLE 1 404 400 425 285 23 310 393 1 0 60 0 0 RBS3202 S1C1 3 115
MAKOLEB 11 MAKOLE 2 404 400 425 285 23 310 393 1 0 60 0 0 RBS3202 S2C1 5 115
MALECNA 11 MALECN 1 411 406 425 301 17 320 374 1 0 60 0 0 RBS3202 S1C1 5 105
MBAMZSA 11 MBAMZS 1 414 410 446 284 34 320 385 1 1 60 50 0 RBS3206 S1C1 3 126
MBAMZSB 11 MBAMZS 2 414 410 446 284 34 320 385 1 1 80 60 0 RBS3206 S2C1 2 126
MBAMZSC 11 MBAMZS 3 414 410 446 284 34 320 385 1 1 80 50 0 RBS3206 S3C1 2 126
MBENEDA 11 MBENED 1 432 428 448 290 18 310 375 1 0 60 0 0 RBS3206 S1C1 5 138
MBENEDB 11 MBENED 2 432 428 448 290 18 310 375 1 0 60 0 0 RBS3206 S2C1 5 138
MBENEDC 11 MBENED 3 432 428 448 290 18 310 375 1 0 60 0 0 RBS3206 S3C1 5 138
MBETAA 11 MBETA 1 399 395 425 280 28 310 327 1 1 60 40 0 RBS3202 S1C1 5 115
MBETAB 11 MBETA 2 399 395 425 280 28 310 327 1 1 60 40 0 RBS3202 S2C1 5 115
MBETAC 11 MBETA 3 399 395 425 280 28 310 327 1 1 60 0 0 RBS3202 S3C1 5 115
MBETNAA 11 MBETNA 1 402 399 430 267 31 298 188 0 0 80 0 0 RBS3206 S1C1 2 132
MBETNAB 11 MBETNA 2 402 399 430 267 31 298 188 0 0 80 0 0 RBS3206 S2C1 2 132
MBETNAC 11 MBETNA 3 402 399 430 267 31 298 188 0 0 80 0 0 RBS3206 S3C1 2 132
MBETNAD 11 MBETNA 1 402 399 430 277 31 308 188 0 0 80 0 0 RBS3206 S1C2 2 122
MBETNAE 11 MBETNA 2 402 399 430 277 31 308 188 0 0 80 0 0 RBS3206 S2C2 2 122
MBETNAF 11 MBETNA 3 402 399 430 277 31 308 188 0 0 80 0 0 RBS3206 S3C2 2 122
MBEUROA 11 MBEURO 1 406 402 430 262 26 290 109 1 1 80 20 0 RBS3206M S1C1 2 140
MBEUROB 11 MBEURO 2 406 402 430 272 26 300 109 1 1 80 45 0 RBS3206M S2C1 4 130
MBEUROC 11 MBEURO 3 330 326 430 206 102 310 109 1 1 80 40 0 RBS3206M S3C1 4 120
MBEUROD 11 MBEURO 1 407 402 430 282 26 310 109 1 1 80 20 0 RBS3206M S1C2 2 120
MBEUROE 11 MBEURO 2 406 402 430 282 26 310 109 1 1 80 45 0 RBS3206M S2C2 4 120
MBEUROF 11 MBEURO 3 330 326 430 211 102 315 109 1 1 80 40 0 RBS3206M S3C2 4 115
MBISDRA 11 MBISDR 1 390 386 425 271 37 310 26 1 0 60 0 0 RBS3202 S1C1 3 115
MBISDRB 11 MBISDR 2 390 386 425 261 37 300 26 1 0 60 0 0 RBS3202 S2C1 3 125
MBISDRC 11 MBISDR 3 390 386 425 261 37 300 26 1 0 60 0 0 RBS3202 S3C1 3 125
MBKBMA 11 MBKBM 1 404 400 430 250 28 280 401 1 1 100 60 0 RBS6201V2W S1C1 1 150
MBKBMB 11 MBKBM 2 406 402 430 252 26 280 401 1 1 100 60 0 RBS6201V2W S2C1 1 150
MBKBMC 11 MBKBM 3 402 398 430 248 30 280 401 1 1 100 60 0 RBS6201V2W S3C1 1 150
MBLJUBA 11 MBLJUB 1 418 414 430 284 16 300 333 0 0 80 0 0 RBS3206M S1C1 4 130
MBLJUBB 11 MBLJUB 2 418 414 430 284 16 300 333 0 0 80 0 0 RBS3206M S2C1 4 130
MBLJUBC 11 MBLJUB 3 418 414 430 284 16 300 333 0 0 80 0 0 RBS3206M S3C1 4 130
MBLJUBD 11 MBLJUB 1 418 414 430 294 16 310 333 0 0 80 0 0 RBS3206M S1C2 4 120
MBLJUBE 11 MBLJUB 2 418 414 430 294 16 310 333 0 0 80 0 0 RBS3206M S2C2 4 120
MBLJUBF 11 MBLJUB 3 418 414 430 294 16 310 333 0 0 80 0 0 RBS3206M S3C2 4 120
MBMEGAA 11 MBMEGA 1 402 398 430 268 30 300 88 1 1 80 30 0 RBS3206 S1C1 2 130
MBMEGAB 11 MBMEGA 2 402 398 430 258 30 290 88 1 1 80 30 0 RBS3206 S2C1 2 140
MBMEGAC 11 MBMEGA 3 403 399 430 259 29 290 88 1 1 80 10 0 RBS3206 S3C1 2 140
MBMEGAD 11 MBMEGA 1 402 398 430 278 30 310 88 1 1 80 30 0 RBS3206 S1C2 2 120
MBMEGAE 11 MBMEGA 2 402 398 430 268 30 300 88 1 1 80 30 0 RBS3206 S2C2 2 130
MBMEGAF 11 MBMEGA 3 403 399 430 269 29 300 88 1 1 80 10 0 RBS3206 S3C2 2 130
MBOHOA 11 MBOHO 1 416 412 448 254 34 290 89 1 1 80 20 0 RBS3206 S1C1 2 158
MBOHOB 11 MBOHO 2 416 412 448 264 34 300 89 1 1 80 30 0 RBS3206 S2C1 2 148
MBOHOC 11 MBOHO 3 416 412 448 274 34 310 89 1 1 80 20 0 RBS3206 S3C1 2 138
MBOHOD 11 MBOHO 1 415 410 446 264 34 300 89 1 1 80 20 0 RBS3206 S1C2 2 146
MBOHOE 11 MBOHO 2 415 410 446 274 34 310 89 1 1 80 30 0 RBS3206 S2C2 2 136
MBOHOF 11 MBOHO 3 415 410 446 279 34 315 89 1 1 80 20 0 RBS3206 S3C2 2 131
MBRA 11 MBR 1 397 393 430 253 35 290 90 1 1 60 10 0 RBS3216 S1C1 3 140
MBRB 11 MBR 2 397 393 430 253 35 290 90 1 1 60 10 0 RBS3216 S2C1 3 140
MBRC 11 MBR 3 397 393 430 253 35 290 90 1 1 60 20 0 RBS3216 S3C1 3 140
MBRD 11 MBR 1 397 393 430 263 35 300 90 1 1 60 10 0 RBS3216 S1C2 3 130
MBRE 11 MBR 2 397 393 430 263 35 300 90 1 1 60 10 0 RBS3216 S2C2 3 130
MBREZA 11 MBREZ 1 395 391 425 266 32 300 239 1 1 60 0 0 RBS3202 S1C1 5 125
MBREZB 11 MBREZ 2 395 391 425 266 32 300 239 1 1 60 30 0 RBS3202 S2C1 5 125
MBREZC 11 MBREZ 3 395 391 425 256 32 290 239 1 1 60 40 0 RBS3202 S3C1 5 135
MBRF 11 MBR 3 397 393 430 263 35 300 90 1 1 60 20 0 RBS3216 S3C2 3 130
MBRTVA 11 MBRTV 1 414 410 431 269 19 290 240 1 1 60 30 0 RBS3202 S1C1 3 141
MBRTVB 11 MBRTV 2 411 407 431 276 22 300 240 1 1 60 40 0 RBS3202 S2C1 3 131
MBRTVC 11 MBRTV 3 411 407 431 276 22 300 240 1 1 60 50 0 RBS3202 S3C1 3 131
MBSTRAA 11 MBSTRA 1 403 398 430 283 30 315 347 1 1 80 40 0 RBS3206M S1C1 2 115
MBSTRAB 11 MBSTRA 2 403 398 430 283 30 315 347 1 1 80 40 0 RBS3206M S2C1 2 115
MBSTRAC 11 MBSTRA 3 403 398 430 283 30 315 347 1 1 80 50 0 RBS3206M S3C1 2 115
MBSTRAD 11 MBSTRA 1 403 398 430 283 30 315 347 1 1 80 40 0 RBS3206M S1C2 2 115
MBSTRAE 11 MBSTRA 2 403 398 430 283 30 315 347 1 1 80 40 0 RBS3206M S2C2 2 115
MBSTRAF 11 MBSTRA 3 403 398 430 283 30 315 347 1 1 80 50 0 RBS3206M S3C2 2 115
MBSZA 11 MBSZ 1 399 395 430 275 33 310 210 1 1 80 30 0 RBS3206M S1C1 2 120
MBSZB 11 MBSZ 2 399 395 430 265 33 300 210 1 1 80 20 0 RBS3206M S2C1 2 130
MBSZC 11 MBSZ 3 399 395 430 255 33 290 210 1 1 80 30 0 RBS3206M S3C1 2 140
MBSZD 11 MBSZ 1 399 395 430 280 33 315 210 1 1 80 30 0 RBS3206M S1C2 2 115
MBSZE 11 MBSZ 2 399 395 430 275 33 310 210 1 1 80 20 0 RBS3206M S2C2 2 120
MBSZF 11 MBSZ 3 399 395 430 265 33 300 210 1 1 80 30 0 RBS3206M S3C2 2 130
MBTAMA 11 MBTAM 1 404 400 430 270 28 300 289 1 1 60 20 0 RBS3206M S1C1 3 130
MBTAMB 11 MBTAM 2 404 400 430 270 28 300 289 1 1 60 40 0 RBS3206M S2C1 3 130
MBTAMC 11 MBTAM 3 404 400 430 270 28 300 289 1 1 80 30 0 RBS3206M S3C1 2 130
MBTAMD 11 MBTAM 1 404 400 430 280 28 310 289 1 1 60 20 0 RBS3206M S1C2 3 120
MBTAME 11 MBTAM 2 404 400 430 280 28 310 289 1 1 60 40 0 RBS3206M S2C2 3 120
MBTAMF 11 MBTAM 3 404 400 430 280 28 310 289 1 1 80 30 0 RBS3206M S3C2 2 120
MBTEHA 11 MBTEH 1 409 405 430 275 23 300 274 1 1 60 10 0 RBS3206M S1C1 5 130
MBTEHB 11 MBTEH 2 409 405 430 275 23 300 274 1 1 60 40 0 RBS3206M S2C1 5 130
MBTEHD 11 MBTEH 1 409 405 430 285 23 310 274 1 1 60 10 0 RBS3206M S1C2 5 120
MBTEHE 11 MBTEH 2 409 405 430 285 23 310 274 1 1 60 40 0 RBS3206M S2C2 5 120
MCENTEA 11 MCENTE 1 399 395 430 255 33 290 85 1 1 80 40 0 RBS3216 S1C1 2 140
MCENTEB 11 MCENTE 2 405 401 430 261 27 290 85 1 1 80 50 0 RBS3216 S2C1 2 140
MCENTEC 11 MCENTE 3 401 397 430 257 31 290 85 1 1 80 30 0 RBS3216 S3C1 2 140
MCENTED 11 MCENTE 1 399 395 430 265 33 300 85 1 1 80 40 0 RBS3216 S1C2 2 130
MCENTEE 11 MCENTE 2 405 401 430 271 27 300 85 1 1 80 50 0 RBS3216 S2C2 2 130
MCENTEF 11 MCENTE 3 401 397 430 267 31 300 85 1 1 80 30 0 RBS3216 S3C2 2 130
MCERSAA 11 MCERSA 1 400 396 425 286 27 315 398 1 0 60 0 0 RBS3202 S1C1 3 110
MCERSAB 11 MCERSA 2 400 396 425 281 27 310 398 1 0 60 0 0 RBS3202 S2C1 3 115
MCIGONA 11 MCIGON 1 397 392 425 277 31 310 345 1 0 60 0 0 RBS3202 S1C1 3 115
MCIGONB 11 MCIGON 2 397 392 425 277 31 310 345 1 0 60 0 0 RBS3202 S2C1 3 115
MCIGONC 11 MCIGON 3 397 392 425 277 31 310 345 1 0 60 0 0 RBS3202 S3C1 3 115
MCRNCIA 11 MCRNCI 1 408 404 431 283 25 310 340 1 1 60 30 0 RBS3202 S1C1 5 121
MCRNCIB 11 MCRNCI 2 399 395 422 283 25 310 340 1 1 60 20 0 RBS3202 S2C1 5 112
MCRNCID 11 MCRNCI 1 399 394 421 288 25 315 340 1 1 60 30 0 RBS3202 S1C2 5 106
MCRNCIE 11 MCRNCI 2 399 394 421 288 25 315 340 1 1 60 20 0 RBS3202 S2C2 5 106
MCRNTVA 11 MCRNTV 1 410 406 425 281 17 300 83 1 0 60 0 0 RBS3202 S1C1 5 125
MCRNTVB 11 MCRNTV 2 411 406 425 281 17 300 83 1 0 60 0 0 RBS3202 S2C1 5 125
MCRNTVC 11 MCRNTV 3 410 406 425 281 17 300 83 1 0 60 0 0 RBS3202 S3C1 5 125
MDOBREA 11 MDOBRE 1 396 392 425 267 31 300 351 1 0 60 0 0 RBS3202 S1C1 5 125
MDOBREB 11 MDOBRE 2 396 392 425 267 31 300 351 1 0 60 0 0 RBS3202 S2C1 5 125
MDOGOSA 11 MDOGOS 1 406 401 431 270 28 300 306 1 0 60 0 0 RBS3202 S1C1 3 131
MDOGOSB 11 MDOGOS 2 406 401 431 260 28 290 306 1 0 60 0 0 RBS3202 S2C1 3 141
MDOGOSC 11 MDOGOS 3 406 401 431 260 28 290 306 1 0 60 0 0 RBS3202 S3C1 3 141
MDOGOSD 11 MDOGOS 1 396 391 421 280 28 310 306 1 0 60 0 0 RBS3202 S1C2 3 111
MDOGOSE 11 MDOGOS 2 411 407 437 270 28 300 306 1 0 60 0 0 RBS3202 S2C2 3 137
MDOGOSF 11 MDOGOS 3 395 391 421 270 28 300 306 1 0 60 0 0 RBS3202 S3C2 3 121
MDRAVOA 11 MDRAVO 1 408 404 425 289 19 310 410 1 0 80 0 0 RBS3202 S1C1 2 115
MDRAZEA 11 MDRAZE 1 390 385 425 275 38 315 372 1 0 0 0 0 RBS3202 S1C1 0 110
MDRAZEB 11 MDRAZE 2 390 385 425 275 38 315 372 1 0 0 0 0 RBS3202 S2C1 0 110
MDRAZEC 11 MDRAZE 3 390 385 425 275 38 315 372 1 0 0 0 0 RBS3202 S3C1 0 110
MDUSIKA 11 MDUSIK 1 397 392 425 287 31 320 10 1 0 80 0 0 RBS3202 S1C1 2 105
MDUSIKB 11 MDUSIK 2 399 394 425 289 29 320 10 1 0 80 0 0 RBS3202 S2C1 2 105
MDUSIKC 11 MDUSIK 3 394 389 425 284 34 320 10 1 0 80 0 0 RBS3202 S3C1 2 105
MDUSIKD 11 MDUSIK 1 404 399 432 287 31 320 10 1 0 80 0 0 RBS3202 S1C2 2 112
MDUSIKE 11 MDUSIK 2 406 401 432 289 29 320 10 1 0 80 0 0 RBS3202 S2C2 2 112
MDUSIKF 11 MDUSIK 3 401 397 433 284 34 320 10 1 0 80 0 0 RBS3202 S3C2 2 113
MELTALA 11 MELTAL 1 414 410 430 270 18 290 183 1 1 80 20 0 RBS3206M S1C1 2 140
