CELL, rnc, site, sec, maxpwr(rnc), zaresmoc(rbs), zaresmoc+kabel+asc, pilot, kabel, pilot+kabel, rbsid, asc, ret, maxtilt, tilt, mechanical, bazna, sect, antena
KBRNIKB 31 KBRNIK 2 420 416 448 288 32 322 36 0 0 80 0 0 RBS3206 S2C1 4
KBRNIKC 31 KBRNIK 3 430 426 446 308 20 330 36 1 0 80 0 0 RBS3206 S3C1 4
KCERKCA 31 KCERKC 1 400 396 423 271 27 300 243 1 0 60 0 0 RBS3202 S1C1 5
KCERKCB 31 KCERKC 2 398 394 423 269 29 300 243 1 0 60 0 0 RBS3202 S2C1 5
KCERKCC 31 KCERKC 3 410 406 431 273 25 300 243 1 0 60 0 0 RBS3202 S3C1 5
KDOVJEA 31 KDOVJE 1 412 408 423 303 15 320 142 1 0 60 0 0 RBS3202 S1C1 3
KGOLICA 31 KGOLIC 1 419 415 429 299 14 315 289 1 0 60 0 0 RBS3202 S1C1 5
KGORAA 31 KGORA 1 416 412 428 292 16 310 98 1 0 60 0 0 RBS3206M S1C1 5
KGORAB 31 KGORA 2 416 412 428 292 16 310 98 1 0 60 0 0 RBS3206M S2C1 5
KGORAC 31 KGORA 3 412 408 430 278 22 302 98 0 0 60 0 0 RBS3206M S3C1 5
KGORAD 31 KGORA 1 416 412 428 297 16 315 98 1 0 60 0 0 RBS3206M S1C2 5
KGORAE 31 KGORA 2 416 412 428 297 16 315 98 1 0 60 0 0 RBS3206M S2C2 5
KGORAF 31 KGORA 3 412 408 430 288 22 312 98 0 0 60 0 0 RBS3206M S3C2 5
KGORAGA 31 KGORAG 1 400 396 423 271 27 300 220 1 0 60 0 0 RBS3202 S1C1 5
KGORAGB 31 KGORAG 2 400 396 423 271 27 300 220 1 0 60 0 0 RBS3202 S2C1 3
KGORAGC 31 KGORAG 3 400 396 423 271 27 300 220 1 0 60 0 0 RBS3202 S3C1 3
KGORJEA 31 KGORJE 1 406 402 429 271 27 300 278 1 0 60 0 0 RBS3202 S1C1 3
KGORJEB 31 KGORJE 2 406 402 429 271 27 300 278 1 0 60 0 0 RBS3202 S2C1 3
KGVASTA 31 KGVAST 1 431 427 444 291 17 310 277 1 0 80 0 0 RBS3216 S1C1 2
KGVASTB 31 KGVAST 2 431 427 444 291 17 310 277 1 0 60 0 0 RBS3216 S2C1 3
KGVASTC 31 KGVAST 3 431 427 444 291 17 310 277 1 0 60 0 0 RBS3216 S3C1 3
KHRASTA 31 KHRAST 1 400 396 423 286 27 315 238 1 1 60 40 0 RBS3202 S1C1 3
KHRASTB 31 KHRAST 2 400 396 423 286 27 315 238 1 1 60 40 0 RBS3202 S2C1 3
KHRASTC 31 KHRAST 3 400 396 423 285 27 314 238 1 1 60 50 0 RBS3202 S3C1 3
KHRUSA 31 KHRUS 1 398 394 423 269 29 300 163 1 0 60 0 0 RBS3202 S1C1 3
KHRUSB 31 KHRUS 2 399 395 423 270 28 300 163 1 0 60 0 0 RBS3202 S2C1 5
KHRUSC 31 KHRUS 3 397 393 423 268 30 300 163 1 0 60 0 0 RBS3202 S3C1 5
KIZRA 31 KIZR 1 415 411 423 296 12 310 104 1 1 80 30 0 RBS3202 S1C1 2
KIZRB 31 KIZR 2 415 411 423 296 12 310 104 1 1 80 20 0 RBS3202 S2C1 2
KIZRC 31 KIZR 3 415 411 423 296 12 310 104 1 1 80 10 0 RBS3202 S3C1 2
KJESDIA 31 KJESDI 1 393 389 423 264 34 300 160 1 1 80 30 0 RBS3202 S1C1 2
KJESDIB 31 KJESDI 2 395 391 423 266 32 300 160 1 1 80 20 0 RBS3202 S2C1 2
KJESDIC 31 KJESDI 3 392 388 423 263 35 300 160 1 1 80 50 0 RBS3202 S3C1 2
KJESENA 31 KJESEN 1 397 393 423 268 30 300 162 1 1 60 10 0 RBS3202 S1C1 3
KJESENB 31 KJESEN 2 397 393 423 268 30 300 162 1 1 60 40 0 RBS3202 S2C1 3
KJESENC 31 KJESEN 3 397 393 423 268 30 300 162 1 1 60 40 0 RBS3202 S3C1 3
KLAHOVA 31 KLAHOV 1 399 395 423 270 28 300 279 1 0 60 0 0 RBS3202 S1C1 3
KLAHOVB 31 KLAHOV 2 397 393 423 268 30 300 279 1 0 60 0 0 RBS3202 S2C1 3
KLAHOVC 31 KLAHOV 3 397 393 423 268 30 300 279 1 0 60 0 0 RBS3202 S3C1 3
KLESCEA 31 KLESCE 1 403 399 429 268 30 300 246 1 0 60 0 0 RBS3202 S1C1 5
KLESCEB 31 KLESCE 2 403 399 429 268 30 300 246 1 0 60 0 0 RBS3202 S2C1 5
KLESCEC 31 KLESCE 3 403 399 429 268 30 300 246 1 0 60 0 0 RBS3202 S3C1 5
KLETEHA 31 KLETEH 1 393 389 423 264 34 300 138 1 1 60 0 0 RBS3202 S1C1 3
KLETEHB 31 KLETEH 2 390 386 423 261 37 300 138 1 1 60 30 0 RBS3202 S2C1 3
KLETEHC 31 KLETEH 3 390 386 423 261 37 300 138 1 1 60 20 0 RBS3202 S3C1 3
KLIPCA 31 KLIPC 1 407 403 429 272 26 300 228 1 0 60 0 0 RBS3202 S1C1 3
KLIPCB 31 KLIPC 2 407 403 429 272 26 300 228 1 0 60 0 0 RBS3202 S2C1 3
KLJUBNA 31 KLJUBN 1 404 400 423 270 23 295 164 1 0 60 0 0 RBS3202 S1C1 5
KLJUBNB 31 KLJUBN 2 402 398 423 283 25 310 164 1 0 60 0 0 RBS3202 S2C1 5
KLOKAA 31 KLOKA 1 407 403 423 288 20 310 171 1 1 60 35 0 RBS3202 S1C1 3
KLOKAB 31 KLOKA 2 409 405 423 290 18 310 171 1 1 60 0 0 RBS3202 S2C1 5
KLOKAC 31 KLOKA 3 407 403 423 278 20 300 171 1 1 60 30 0 RBS3202 S3C1 3
KLOKASA 31 KLOKAS 1 398 394 423 279 29 310 183 1 1 60 40 0 RBS3202 S1C1 3
KLOKASB 31 KLOKAS 2 398 394 423 279 29 310 183 1 1 60 50 0 RBS3202 S2C1 3
KLOKASC 31 KLOKAS 3 398 394 423 279 29 310 183 1 1 60 40 0 RBS3202 S3C1 3
KMAVCA 31 KMAVC 1 405 401 423 286 22 310 174 1 0 80 0 0 RBS3202 S1C1 2
KMAVCB 31 KMAVC 2 408 404 423 289 19 310 174 1 0 60 0 0 RBS3202 S2C1 5
KMAVCC 31 KMAVC 3 408 404 423 264 19 285 174 1 0 60 0 0 RBS3202 S3C1 5
KMLINOA 31 KMLINO 1 405 401 423 286 22 310 235 1 0 60 0 0 RBS3202 S1C1 3
KMLINOB 31 KMLINO 2 405 401 423 286 22 310 235 1 0 60 0 0 RBS3202 S2C1 3
KMLINOC 31 KMLINO 3 405 401 423 286 22 310 235 1 0 60 0 0 RBS3202 S3C1 3
KNAKLOA 31 KNAKLO 1 400 396 423 271 27 300 124 1 0 60 0 0 RBS3202 S1C1 5
KNAKLOB 31 KNAKLO 2 400 396 423 281 27 310 124 1 0 60 0 0 RBS3202 S2C1 5
KNAKLOC 31 KNAKLO 3 400 396 423 271 27 300 124 1 0 60 0 0 RBS3202 S3C1 5
KOKRICA 31 KOKRIC 1 400 396 423 271 27 300 127 1 0 60 0 0 RBS3202 S1C1 3
KOKRICB 31 KOKRIC 2 400 396 423 271 27 300 127 1 0 60 0 0 RBS3202 S2C1 3
KOKRICC 31 KOKRIC 3 400 396 423 281 27 310 127 1 0 60 0 0 RBS3202 S3C1 3
KOVORA 31 KOVOR 1 407 403 429 282 26 310 266 1 0 60 0 0 RBS3202 S1C1 3
KOVORB 31 KOVOR 2 407 403 429 282 26 310 266 1 0 60 0 0 RBS3202 S2C1 3
KOVORC 31 KOVOR 3 407 403 429 272 26 300 266 1 0 60 0 0 RBS3202 S3C1 3
KPODBA 31 KPODB 1 397 393 423 268 30 300 219 1 0 60 0 0 RBS3202 S1C1 3
KPODBB 31 KPODB 2 397 393 423 278 30 310 219 1 0 60 0 0 RBS3202 S2C1 3
KPODBC 31 KPODB 3 397 393 423 268 30 300 219 1 0 60 0 0 RBS3202 S3C1 3
KPODSIA 31 KPODSI 1 398 394 423 269 29 300 96 1 0 60 0 0 RBS3202 S1C1 5
KPODSIB 31 KPODSI 2 398 394 423 269 29 300 96 1 0 60 0 0 RBS3202 S2C1 5
KPODSIC 31 KPODSI 3 398 394 423 269 29 300 96 1 0 60 0 0 RBS3202 S3C1 5
KPODVIA 31 KPODVI 1 395 391 423 256 32 290 282 1 0 60 0 0 RBS3202 S1C1 3
KPODVIB 31 KPODVI 2 395 391 423 256 32 290 282 1 0 60 0 0 RBS3202 S2C1 3
KPREDA 31 KPRED 1 401 397 423 282 26 310 168 1 0 60 0 0 RBS3202 S1C1 5
KPREDB 31 KPRED 2 401 397 423 272 26 300 168 1 0 60 0 0 RBS3202 S2C1 5
KRADELA 31 KRADEL 1 396 392 423 277 31 310 53 1 0 60 0 0 RBS3202 S1C1 3
KRADELB 31 KRADEL 2 396 392 423 267 31 300 53 1 0 60 0 0 RBS3202 S2C1 3
KRADELC 31 KRADEL 3 396 392 423 267 31 300 53 1 0 60 0 0 RBS3202 S3C1 3
KRADMEA 31 KRADME 1 419 415 429 284 14 300 231 1 0 80 0 0 RBS3202 S1C1 2
KRADMEB 31 KRADME 2 419 415 429 284 14 300 231 1 0 80 0 0 RBS3202 S2C1 2
KRADOVA 31 KRADOV 1 404 400 423 275 23 300 87 1 0 60 0 0 RBS3202 S1C1 5
KRADOVB 31 KRADOV 2 404 400 423 275 23 300 87 1 0 60 0 0 RBS3202 S2C1 5
KRADOVC 31 KRADOV 3 404 400 423 275 23 300 87 1 0 80 0 0 RBS3202 S3C1 2
KRANJA 31 KRANJ 1 397 393 423 258 30 290 137 1 1 60 60 0 RBS3202 S1C1 3
KRANJB 31 KRANJ 2 399 395 423 260 28 290 137 1 1 60 50 0 RBS3202 S2C1 3
KRANJC 31 KRANJ 3 399 395 423 260 28 290 137 1 1 60 50 0 RBS3202 S3C1 3
KRANJCA 31 KRANJC 1 400 396 423 261 27 290 140 1 1 60 40 0 RBS3202 S1C1 3
KRANJCB 31 KRANJC 2 400 396 423 261 27 290 140 1 1 60 20 0 RBS3202 S2C1 3
KRANJCC 31 KRANJC 3 400 396 423 261 27 290 140 1 1 60 10 0 RBS3202 S3C1 3
KRANJGA 31 KRANJG 1 397 393 423 278 30 310 244 1 1 60 20 0 RBS3202 S1C1 3
KRANJGB 31 KRANJG 2 397 393 423 278 30 310 244 1 1 60 40 0 RBS3202 S2C1 3
KRANJGC 31 KRANJG 3 397 393 423 278 30 310 244 1 1 60 40 0 RBS3202 S3C1 3
KRIBLA 31 KRIBL 1 397 393 423 268 30 300 97 1 0 60 0 0 RBS3202 S1C1 5
KRIBLB 31 KRIBL 2 397 393 423 268 30 300 97 1 0 60 0 0 RBS3202 S2C1 5
KRIBLC 31 KRIBL 3 397 393 423 268 30 300 97 1 0 60 0 0 RBS3202 S3C1 5
KRIMA 31 KRIM 1 418 414 428 294 14 310 169 1 0 60 0 0 RBS3206M S1C1 5
KRIMB 31 KRIM 2 418 414 428 294 14 310 169 1 0 60 0 0 RBS3206M S2C1 5
KRIMC 31 KRIM 3 418 414 428 294 14 310 169 1 0 60 0 0 RBS3206M S3C1 5
KRIMD 31 KRIM 1 418 414 428 299 14 315 169 1 0 60 0 0 RBS3206M S1C2 5
KRIME 31 KRIM 2 418 414 428 299 14 315 169 1 0 60 0 0 RBS3206M S2C2 5
KRIMF 31 KRIM 3 418 414 428 299 14 315 169 1 0 60 0 0 RBS3206M S3C2 5
KRPRIMA 31 KRPRIM 1 403 399 428 284 29 315 263 1 1 60 40 0 RBS3206M S1C1 3
KRPRIMB 31 KRPRIM 2 403 399 428 269 29 300 263 1 1 60 40 0 RBS3206M S2C1 3
KRPRIMC 31 KRPRIM 3 403 399 428 269 29 300 263 1 1 60 50 0 RBS3206M S3C1 3
KRPRIMD 31 KRPRIM 1 403 399 428 279 29 310 263 1 1 60 40 0 RBS3206M S1C2 3
KRPRIME 31 KRPRIM 2 403 399 428 279 29 310 263 1 1 60 40 0 RBS3206M S2C2 3
KRPRIMF 31 KRPRIM 3 403 399 428 279 29 310 263 1 1 60 50 0 RBS3206M S3C2 3
KRTOPLA 31 KRTOPL 1 409 405 446 257 41 300 159 1 1 60 10 0 RBS3206 S1C1 3
KRTOPLB 31 KRTOPL 2 408 404 446 256 42 300 159 1 1 60 20 0 RBS3206 S2C1 3
KRTOPLC 31 KRTOPL 3 413 409 446 271 37 310 159 1 1 60 20 0 RBS3206 S3C1 3
KRVAVHA 31 KRVAVH 1 417 413 423 278 10 290 145 1 0 60 0 0 RBS3101 S1C1 5
KRVODNA 31 KRVODN 1 404 400 423 275 23 300 254 1 1 100 40 0 RBS3202 S1C1 1
KRVODNB 31 KRVODN 2 403 399 423 274 24 300 254 1 1 100 60 0 RBS3202 S2C1 1
KRVODNC 31 KRVODN 3 407 403 423 278 20 300 254 1 1 100 90 0 RBS3202 S3C1 1
KSAVAA 31 KSAVA 1 409 405 428 285 23 310 156 1 1 60 10 0 RBS3216 S1C1 3
KSAVAB 31 KSAVA 2 415 411 428 291 17 310 156 1 1 60 10 0 RBS3216 S2C1 3
KSAVAC 31 KSAVA 3 409 405 428 295 23 320 156 1 1 60 0 0 RBS3216 S3C1 3
KSAVAD 31 KSAVA 1 409 405 428 290 23 315 156 1 1 60 10 0 RBS3216 S1C2 3
KSAVAE 31 KSAVA 2 415 411 428 296 17 315 156 1 1 60 10 0 RBS3216 S2C2 3
KSAVAF 31 KSAVA 3 409 405 428 295 23 320 156 1 1 60 0 0 RBS3216 S3C2 3
KSENCA 31 KSENC 1 411 407 423 282 16 300 151 1 0 80 0 0 RBS3202 S1C1 2
KSENCB 31 KSENC 2 411 407 423 282 16 300 151 1 0 80 0 0 RBS3202 S2C1 2
KSENCC 31 KSENC 3 411 407 423 282 16 300 151 1 0 80 0 0 RBS3202 S3C1 2
KSENCDA 31 KSENCD 1 399 395 423 270 28 300 205 1 0 60 0 0 RBS3202 S1C1 5
KSENCDB 31 KSENCD 2 399 395 423 270 28 300 205 1 0 60 0 0 RBS3202 S2C1 5
KSENCDC 31 KSENCD 3 399 395 423 270 28 300 205 1 0 60 0 0 RBS3202 S3C1 5
KSLOKAA 31 KSLOKA 1 389 385 423 270 38 310 135 1 1 60 20 0 RBS3202 S1C1 3
KSLOKAB 31 KSLOKA 2 392 388 423 278 35 315 135 1 1 60 20 0 RBS3202 S2C1 3
KSLOKAC 31 KSLOKA 3 389 385 423 270 38 310 135 1 1 60 10 0 RBS3202 S3C1 3
KSTRAHA 31 KSTRAH 1 402 398 423 273 25 300 203 1 0 60 0 0 RBS3202 S1C1 5
KSTRAHB 31 KSTRAH 2 402 398 423 273 25 300 203 1 0 60 0 0 RBS3202 S2C1 5
KSTRAHC 31 KSTRAH 3 402 398 423 283 25 310 203 1 0 60 0 0 RBS3202 S3C1 5
KTRZICA 31 KTRZIC 1 407 403 423 278 20 300 222 1 0 60 0 0 RBS3202 S1C1 3
KTRZICB 31 KTRZIC 2 407 403 423 278 20 300 222 1 0 60 0 0 RBS3202 S2C1 3
KTRZICC 31 KTRZIC 3 407 403 423 288 20 310 222 1 0 60 0 0 RBS3202 S3C1 3
KTRZIPA 31 KTRZIP 1 403 399 423 274 24 300 217 1 0 80 0 0 RBS3202 S1C1 2
KTRZIPB 31 KTRZIP 2 403 399 423 274 24 300 217 1 0 80 0 0 RBS3202 S2C1 2
KTRZIPC 31 KTRZIP 3 403 399 423 274 24 300 217 1 0 80 0 0 RBS3202 S3C1 2
KTUNELA 31 KTUNEL 1 414 410 425 285 15 302 90 0 0 100 0 0 RBS3202 S1C1 1
KVISOKA 31 KVISOK 1 404 400 423 305 23 330 131 1 0 60 0 0 RBS3202 S1C1 5
KVISOKB 31 KVISOK 2 404 400 423 305 23 330 131 1 0 60 0 0 RBS3202 S2C1 5
KVISOKC 31 KVISOK 3 404 400 423 305 23 330 131 1 0 60 0 0 RBS3202 S3C1 5
KVOGELA 31 KVOGEL 1 406 402 423 287 21 310 125 1 0 80 0 0 RBS3202 S1C1 2
KVOGELB 31 KVOGEL 2 407 403 423 288 20 310 125 1 0 80 0 5 RBS3202 S2C1 2
KVOGLJA 31 KVOGLJ 1 393 389 423 294 34 330 93 1 0 60 0 0 RBS3202 S1C1 5
KVOGLJB 31 KVOGLJ 2 393 389 423 274 34 310 93 1 0 60 0 0 RBS3202 S2C1 5
KVOGLJC 31 KVOGLJ 3 393 389 423 274 34 310 93 1 0 60 0 0 RBS3202 S3C1 5
KVOKLOA 31 KVOKLO 1 409 405 423 280 18 300 218 1 0 60 0 0 RBS3202 S1C1 5
KVOKLOB 31 KVOKLO 2 417 413 431 280 18 300 218 1 0 60 0 0 RBS3202 S2C1 5
KVRSICA 31 KVRSIC 1 407 403 423 278 20 300 273 1 0 60 0 0 RBS3202 S1C1 5
KVRSICB 31 KVRSIC 2 407 403 423 278 20 300 273 1 0 60 0 0 RBS3202 S2C1 5
KZABNIA 31 KZABNI 1 401 397 423 282 26 310 170 1 0 60 0 0 RBS3202 S1C1 5
KZABNIB 31 KZABNI 2 401 397 423 282 26 310 170 1 0 60 0 0 RBS3202 S2C1 5
KZIRICA 31 KZIRIC 1 409 405 423 290 18 310 110 1 0 60 0 0 RBS3202 S1C1 5
KZIRICB 31 KZIRIC 2 409 405 423 290 18 310 110 1 0 60 0 0 RBS3202 S2C1 5
KZIROVA 31 KZIROV 1 396 392 423 267 31 300 94 1 0 60 0 0 RBS3202 S1C1 5
KZIROVB 31 KZIROV 2 396 392 423 277 31 310 94 1 0 60 0 0 RBS3202 S2C1 5
KZIROVC 31 KZIROV 3 396 392 423 267 31 300 94 1 0 60 0 0 RBS3202 S3C1 5
KZLATA 31 KZLAT 1 392 388 423 283 35 320 192 1 0 80 0 0 RBS3202 S1C1 2
KZLATB 31 KZLAT 2 392 388 423 293 35 330 192 1 0 80 0 0 RBS3202 S2C1 2
LAVRIA 31 LAVRI 1 399 395 423 270 28 300 107 1 0 60 0 0 RBS3202 S1C1 5
LAVRIB 31 LAVRI 2 399 395 423 270 28 300 107 1 0 60 0 0 RBS3202 S2C1 5
LBAKOA 31 LBAKO 1 395 391 423 266 32 300 88 1 1 80 20 0 RBS3202 S1C1 2
LBAKOB 31 LBAKO 2 395 391 423 266 32 300 88 1 1 80 30 0 RBS3202 S2C1 2
LBLAGOA 31 LBLAGO 1 410 406 423 281 17 300 252 1 0 60 0 0 RBS3202 S1C1 5
LBLAGOB 31 LBLAGO 2 410 406 423 281 17 300 252 1 0 60 0 0 RBS3202 S2C1 5
LBOROVA 31 LBOROV 1 400 396 423 281 27 310 214 1 0 60 0 0 RBS3202 S1C1 5
LBOROVB 31 LBOROV 2 399 395 423 280 28 310 214 1 0 60 0 0 RBS3202 S2C1 5
LBRESZA 31 LBRESZ 1 402 398 423 273 25 300 172 1 1 60 30 0 RBS3202 S1C1 5
LBRESZB 31 LBRESZ 2 400 396 423 271 27 300 172 1 1 60 30 0 RBS3202 S2C1 5
LCRNAVA 31 LCRNAV 1 397 393 428 273 35 310 234 1 0 60 0 0 RBS3202 S1C1 3
LCRNAVB 31 LCRNAV 2 397 393 428 283 35 320 234 1 0 60 0 0 RBS3202 S2C1 3
LDOBROA 31 LDOBRO 1 397 393 423 278 30 310 143 1 0 60 0 0 RBS3202 S1C1 5
LDOBROB 31 LDOBRO 2 397 393 423 268 30 300 143 1 0 60 0 0 RBS3202 S2C1 5
LDOBROC 31 LDOBRO 3 397 393 423 278 30 310 143 1 0 60 0 0 RBS3202 S3C1 5
LDOLA 31 LDOL 1 399 395 423 290 28 320 82 1 0 60 0 0 RBS3202 S1C1 5
LDOLB 31 LDOL 2 399 395 423 290 28 320 82 1 0 60 0 0 RBS3202 S2C1 5
LDOLC 31 LDOL 3 399 395 423 290 28 320 82 1 0 60 0 0 RBS3202 S3C1 5
LDOLSKA 31 LDOLSK 1 400 396 423 281 27 310 129 1 0 60 0 0 RBS3202 S1C1 3
LDOLSKB 31 LDOLSK 2 400 396 423 281 27 310 129 1 0 60 0 0 RBS3202 S2C1 3
LDOMJEA 31 LDOMJE 1 398 394 423 269 29 300 193 1 1 60 20 0 RBS3202 S1C1 5
LDOMJEB 31 LDOMJE 2 398 394 423 269 29 300 193 1 1 60 10 0 RBS3202 S2C1 5
LDOMJEC 31 LDOMJE 3 398 394 423 269 29 300 193 1 1 60 10 0 RBS3202 S3C1 5
LDOMNKA 31 LDOMNK 1 405 401 428 271 27 300 247 1 1 60 10 0 RBS3206M S1C1 3
LDOMNKB 31 LDOMNK 2 405 401 428 271 27 300 247 1 1 60 10 0 RBS3206M S2C1 3
LDOMNKC 31 LDOMNK 3 405 401 428 271 27 300 247 1 1 60 10 0 RBS3206M S3C1 3
LDOMNKD 31 LDOMNK 1 405 401 428 281 27 310 247 1 1 60 10 0 RBS3206M S1C2 3
LDOMNKE 31 LDOMNK 2 405 401 428 281 27 310 247 1 1 60 10 0 RBS3206M S2C2 3
LDOMNKF 31 LDOMNK 3 405 401 428 281 27 310 247 1 1 60 10 0 RBS3206M S3C2 3
LDOMPEA 31 LDOMPE 1 407 403 428 263 25 290 264 1 1 60 30 0 RBS3206M S1C1 3
LDOMPEB 31 LDOMPE 2 407 403 428 273 25 300 264 1 1 60 30 0 RBS3206M S2C1 3
LDOMPED 31 LDOMPE 1 407 403 428 273 25 300 264 1 1 60 30 0 RBS3206M S1C2 3
LDOMPEE 31 LDOMPE 2 407 403 428 283 25 310 264 1 1 60 30 0 RBS3206M S2C2 3
LDOMZA 31 LDOMZ 1 404 400 428 270 28 300 215 1 1 80 10 0 RBS3216 S1C1 2
LDOMZB 31 LDOMZ 2 404 400 428 270 28 300 215 1 1 80 10 0 RBS3216 S2C1 2
LDOMZC 31 LDOMZ 3 404 400 428 270 28 300 215 1 1 80 10 0 RBS3216 S3C1 2
LDOMZD 31 LDOMZ 1 404 400 428 280 28 310 215 1 1 80 10 0 RBS3216 S1C2 2
LDOMZE 31 LDOMZ 2 404 400 428 280 28 310 215 1 1 80 10 0 RBS3216 S2C2 2
LDOMZF 31 LDOMZ 3 404 400 428 280 28 310 215 1 1 80 10 0 RBS3216 S3C2 2
LDONITA 31 LDONIT 1 411 407 446 279 39 320 230 1 0 60 0 0 RBS3206 S1C1 3
LDONITB 31 LDONIT 2 416 412 446 280 34 316 230 1 0 60 0 0 RBS3206 S2C1 3
LDONITC 31 LDONIT 3 414 410 446 278 36 316 230 1 0 60 0 0 RBS3206 S3C1 3
LDONITD 31 LDONIT 1 409 405 444 279 39 320 230 1 0 60 0 0 RBS3206 S1C2 3
LDONITE 31 LDONIT 2 414 410 444 279 34 315 230 1 0 60 0 0 RBS3206 S2C2 3
LDONITF 31 LDONIT 3 412 408 444 277 36 315 230 1 0 60 0 0 RBS3206 S3C2 3
LDRAGA 31 LDRAG 1 415 411 444 265 33 300 221 1 0 60 0 0 RBS3206M S1C1 5
LDRAGB 31 LDRAG 2 415 411 444 270 33 305 221 1 0 60 0 0 RBS3206M S2C1 5
LDRAGC 31 LDRAG 3 415 411 444 265 33 300 221 1 0 60 0 0 RBS3206M S3C1 5
LDRAGAA 31 LDRAGA 1 396 392 423 277 31 310 209 1 0 60 0 0 RBS3202 S1C1 3
LDRAGAB 31 LDRAGA 2 396 392 423 277 31 310 209 1 0 60 0 0 RBS3202 S2C1 3
LDRAGAC 31 LDRAGA 3 396 392 423 277 31 310 209 1 0 60 0 0 RBS3202 S3C1 3
LDRENOA 31 LDRENO 1 403 399 428 269 29 300 253 1 0 60 0 0 RBS3206M S1C1 3
LDRENOB 31 LDRENO 2 403 399 428 269 29 300 253 1 0 60 0 0 RBS3206M S2C1 5
LDRENOC 31 LDRENO 3 403 399 428 269 29 300 253 1 0 60 0 0 RBS3206M S3C1 3
LDRENOD 31 LDRENO 1 403 399 428 279 29 310 253 1 0 60 0 0 RBS3206M S1C2 3
LDRENOE 31 LDRENO 2 403 399 428 279 29 310 253 1 0 60 0 0 RBS3206M S2C2 5
LDRENOF 31 LDRENO 3 403 399 428 279 29 310 253 1 0 60 0 0 RBS3206M S3C2 3
LGORICA 31 LGORIC 1 401 397 423 272 26 300 157 1 0 60 0 0 RBS3202 S1C1 3
LGORICB 31 LGORIC 2 401 397 423 282 26 310 157 1 0 60 0 0 RBS3202 S2C1 3
LGORJUA 31 LGORJU 1 400 396 423 271 27 300 69 1 0 60 0 0 RBS3202 S1C1 5
LGORJUB 31 LGORJU 2 400 396 423 271 27 300 69 1 0 60 0 0 RBS3202 S2C1 5
LGORJUC 31 LGORJU 3 400 396 423 271 27 300 69 1 0 60 0 0 RBS3202 S3C1 5
LHORJUA 31 LHORJU 1 406 402 423 287 21 310 141 1 0 60 0 0 RBS3202 S1C1 3
LHORJUB 31 LHORJU 2 406 402 423 287 21 310 141 1 0 60 0 0 RBS3202 S2C1 3
LHRUSEA 31 LHRUSE 1 356 352 370 232 18 252 223 0 0 0 0 0 RBS3303 S1C1 0
LIGA 31 LIG 1 401 397 423 272 26 300 175 1 0 80 0 0 RBS3202 S1C1 2
LIGB 31 LIG 2 401 397 423 272 26 300 175 1 0 80 0 0 RBS3202 S2C1 2
LIGMINA 31 LIGMIN 1 399 395 423 270 28 300 108 1 0 60 0 0 RBS3202 S1C1 3
LIGMINB 31 LIGMIN 2 399 395 423 270 28 300 108 1 0 60 0 0 RBS3202 S2C1 3
LIHANA 31 LIHAN 1 422 418 444 287 26 315 287 1 0 60 0 0 RBS3206M S1C1 3
LIHANB 31 LIHAN 2 422 418 444 287 26 315 287 1 0 60 0 0 RBS3206M S2C1 3
LIHANC 31 LIHAN 3 422 418 444 282 26 310 287 1 0 60 0 0 RBS3206M S3C1 3
LINDUPA 31 LINDUP 1 417 413 444 267 31 300 120 1 1 60 20 0 RBS3216 S1C1 3
LINDUPB 31 LINDUP 2 419 415 446 267 31 300 120 1 1 60 20 0 RBS3216 S2C1 3
LINDUPC 31 LINDUP 3 416 412 444 276 32 310 120 1 1 60 60 0 RBS3216 S3C1 3
LISICJA 31 LISICJ 1 398 394 423 269 29 300 200 1 0 60 0 0 RBS3202 S1C1 3
LISICJB 31 LISICJ 2 398 394 423 269 29 300 200 1 0 60 0 0 RBS3202 S2C1 3
LISKAVA 31 LISKAV 1 403 399 423 274 24 300 272 1 0 80 0 0 RBS3202 S1C1 2
LISKAVB 31 LISKAV 2 403 399 423 274 24 300 272 1 0 60 0 0 RBS3202 S2C1 3
LITIJAA 31 LITIJA 1 403 399 428 269 29 300 102 1 0 60 0 0 RBS3206 S1C1 3
LITIJAB 31 LITIJA 2 403 399 428 269 29 300 102 1 0 60 0 0 RBS3206 S2C1 3
LITIJAC 31 LITIJA 3 403 399 428 269 29 300 102 1 0 60 0 0 RBS3206 S3C1 3
LITIJAD 31 LITIJA 1 403 399 428 279 29 310 102 1 0 60 0 0 RBS3206 S1C2 3
LITIJAE 31 LITIJA 2 403 399 428 279 29 310 102 1 0 60 0 0 RBS3206 S2C2 3
LITIJAF 31 LITIJA 3 403 399 428 279 29 310 102 1 0 60 0 0 RBS3206 S3C2 3
LITIJTA 31 LITIJT 1 398 394 423 269 29 300 161 1 0 80 0 0 RBS3202 S1C1 2
LITIJTB 31 LITIJT 2 398 394 423 269 29 300 161 1 0 80 0 0 RBS3202 S2C1 2
LIUVA 31 LIUV 1 389 385 423 260 38 300 106 1 0 60 0 0 RBS3202 S1C1 3
LIUVB 31 LIUV 2 389 385 423 260 38 300 106 1 0 60 0 0 RBS3202 S2C1 3
LIUVC 31 LIUV 3 389 385 423 260 38 300 106 1 0 60 0 0 RBS3202 S3C1 3
LJARSEA 31 LJARSE 1 418 414 428 294 14 310 248 1 1 80 40 0 RBS3206M S1C1 2
